"","TaxonoriginalDN","Taxonsimplified_DN","name","Acceptedname_ALA","name2.x","Note.Gbif","Taxonresolution_ALA","Collector","UniqueID","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2020","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted","original","name2.y","name3"
"534","Eucalyptus staeri","Eucalyptus staeri","eucalyptus staeri","Eucalyptus staeri","eucalyptus staeri","","Species ","D.Nicolle",1133,"Wellstead, WA",34,30,46,118,34,40,70,33,"Alive","Dead","","","","","","","3 - 6 months","Moderate","","",1995,"Eucalyptus_staeri_366","eucalyptus_staeri","eucalyptus_staeri"
"535","Eucalyptus steedmanii","Eucalyptus steedmanii","eucalyptus steedmanii","Eucalyptus steedmanii","eucalyptus steedmanii","","Species ","D.Nicolle",317,"Forrestania, WA",32,28,54,119,40,36,10,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_steedmanii_585","eucalyptus_steedmanii","eucalyptus_steedmanii"
"536","Eucalyptus stellulata","Eucalyptus stellulata","eucalyptus stellulata","Eucalyptus stellulata","eucalyptus stellulata","","Species ","D.Nicolle",582,"Omeo, Vic",37,0,47,147,34,9,16,44,"Alive","Moderate","Severe","?","None evident","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_stellulata_9102880","eucalyptus_stellulata","eucalyptus_stellulata"
"537","Eucalyptus stellulata (E. forresterae)","Eucalyptus stellulata","eucalyptus stellulata","Eucalyptus forresterae","eucalyptus forresterae","","Species ","D.Nicolle",7382,"Brumby Point, Vic",37,3,26,148,3,19,404,21,"Alive","Slight","Severe","??","Very scattered","Tertiary branches","<4 months","None evident","","Not applicable","","",2018,"Eucalyptus_stellulata_9102880","eucalyptus_stellulata","eucalyptus_stellulata"
"538","Eucalyptus stenostoma","Eucalyptus stenostoma","eucalyptus stenostoma","Eucalyptus stenostoma","eucalyptus stenostoma","","Species ","D.Nicolle",2900,"Belowra, NSW",36,6,23,149,39,36,193,29,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_stenostoma_733","eucalyptus_stenostoma","eucalyptus_stenostoma"
"539","Eucalyptus stoatei","Eucalyptus stoatei","eucalyptus stoatei","Eucalyptus stoatei","eucalyptus stoatei","","Species ","D.Nicolle",181,"Jerdacuttup, WA",33,43,33,120,23,27,41,32,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_stoatei_191","eucalyptus_stoatei","eucalyptus_stoatei"
"540","Eucalyptus stowardii","Eucalyptus stowardii","eucalyptus stowardii","Eucalyptus stowardii","eucalyptus stowardii","","Species ","D.Nicolle",281,"Latham, WA",29,51,58,116,22,11,25,10,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_stowardii_CANB_790458","eucalyptus_stowardii","eucalyptus_stowardii"
"541","Eucalyptus stricklandii","Eucalyptus stricklandii","eucalyptus stricklandii","Eucalyptus stricklandii","eucalyptus stricklandii","","Species ","D.Nicolle",344,"Coonana, WA",31,1,23,123,4,11,45,19,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_stricklandii_18","eucalyptus_stricklandii","eucalyptus_stricklandii"
"542","Eucalyptus sturgissiana","Eucalyptus sturgissiana","eucalyptus sturgissiana","Eucalyptus sturgissiana","eucalyptus sturgissiana","","Species ","D.Nicolle",1757,"Sassafras, NSW",35,0,53,150,21,7,146,9,"Alive","Dead","","","","","","","6 - 12 months","Moderate","","",1997,"Eucalyptus_sturgissiana_376","eucalyptus_sturgissiana","eucalyptus_sturgissiana"
"543","Eucalyptus subangusta subsp. subangusta","Eucalyptus subangusta subsp. subangusta","eucalyptus subangusta subsp. subangusta","Eucalyptus subangusta subsp. subangusta","eucalyptus subangusta subsp. subangusta","","Subspecies","D.Nicolle",290,"Pithera, WA",30,28,38,116,41,6,22,4,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_subangusta_subsp_subangusta_24","eucalyptus_subangusta_subsp._subangusta","eucalyptus_subangusta_subsp_subangusta"
"544","Eucalyptus subcrenulata","Eucalyptus subcrenulata","eucalyptus subcrenulata","Eucalyptus subcrenulata","eucalyptus subcrenulata","","Species ","D.Nicolle",1962,"Cradle Mountain, Tas",41,39,NA,145,57,NA,157,9,"Dead","","","","","","","","","","","",1998,"Eucalyptus_subcrenulata_9702884","eucalyptus_subcrenulata","eucalyptus_subcrenulata"
"545","Eucalyptus suberea","Eucalyptus suberea","eucalyptus suberea","Eucalyptus suberea","eucalyptus suberea","","Species ","D.Nicolle",3520,"Badgingarra, WA",30,15,10,115,25,9,236,16,"Alive","Severe","Severe","?","Moderate","Primary, secondary & tertiary branches","3 - 6 months","Slight","","None evident","Flowered","Flowered",2001,"Eucalyptus_suberea_MC_10904A","eucalyptus_suberea","eucalyptus_suberea"
"546","Eucalyptus subtilis","Eucalyptus subtilis","eucalyptus subtilis","Eucalyptus subtilis","eucalyptus subtilis","","Species ","D.Nicolle",140,"Daniell, WA",32,31,29,121,36,28,23,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_subtilis_57","eucalyptus_subtilis","eucalyptus_subtilis"
"547","Eucalyptus suggrandis subsp. suggrandis","Eucalyptus suggrandis subsp. suggrandis","eucalyptus suggrandis subsp. suggrandis","Eucalyptus suggrandis subsp. suggrandis","eucalyptus suggrandis subsp. suggrandis","","Subspecies","D.Nicolle",1128,"Twertup, WA",34,1,29,119,22,31,67,3,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_suggrandis_subsp_suggrandis_82","eucalyptus_suggrandis_subsp._suggrandis","eucalyptus_suggrandis_subsp_suggrandis"
"548","Eucalyptus synandra","Eucalyptus synandra","eucalyptus synandra","Eucalyptus synandra","eucalyptus synandra","","Species ","D.Nicolle",297,"Jingymia, WA",30,30,53,117,24,35,19,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_synandra_CANB_794049","eucalyptus_synandra","eucalyptus_synandra"
"549","Eucalyptus talyuberlup","Eucalyptus talyuberlup","eucalyptus talyuberlup","Eucalyptus talyuberlup","eucalyptus talyuberlup","","Species ","D.Nicolle",228,"Stirling Range NP, WA",34,22,15,118,4,27,43,6,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_talyuberlup_724","eucalyptus_talyuberlup","eucalyptus_talyuberlup"
"550","Eucalyptus tenella","Eucalyptus tenella","eucalyptus tenella","Eucalyptus tenella","eucalyptus tenella","","Species ","D.Nicolle",763,"Rylstone, NSW",32,44,55,150,9,3,47,32,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_tenella_763","eucalyptus_tenella","eucalyptus_tenella"
"551","Eucalyptus tenera","Eucalyptus tenera","eucalyptus tenera","Eucalyptus tenera","eucalyptus tenera","","Species ","D.Nicolle",2228,"Cadoux, WA",30,46,34,117,10,4,173,25,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1999,"Eucalyptus_tenera_440","eucalyptus_tenera","eucalyptus_tenera"
"552","Eucalyptus tenera (E. depauperata)","Eucalyptus tenera","eucalyptus tenera","Eucalyptus depauperata","eucalyptus depauperata","","Species ","D.Nicolle",5053,"Mt Madden, WA",33,12,10,119,49,56,302,5,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2010,"Eucalyptus_tenera_440","eucalyptus_tenera","eucalyptus_tenera"
"553","Eucalyptus tenuipes","Eucalyptus tenuipes","eucalyptus tenuipes","Eucalyptus tenuipes","eucalyptus tenuipes","","Species ","D.Nicolle",6473,"Isla Gorge 2, Qld",25,11,28,149,58,21,294,11,"Alive","Moderate","Moderate","?","None evident","","","","","Not applicable","","",2015,"Eucalyptus_tenuipes","eucalyptus_tenuipes","eucalyptus_tenuipes"
"554","Eucalyptus tenuiramis","Eucalyptus tenuiramis","eucalyptus tenuiramis","Eucalyptus tenuiramis","eucalyptus tenuiramis","","Species ","D.Nicolle",1976,"Ouse, Tas",42,25,24,146,39,41,156,25,"Alive","Dead","","","","","","","3 - 6 months","","Flowered","Flowered",1998,"Eucalyptus_tenuiramis_CANB_692639","eucalyptus_tenuiramis","eucalyptus_tenuiramis"
"555","Eucalyptus tenuis","Eucalyptus tenuis","eucalyptus tenuis","Eucalyptus tenuis","eucalyptus tenuis","","Species ","D.Nicolle",326,"Mt Day, WA",32,7,27,120,29,32,16,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_tenuis_584","eucalyptus_tenuis","eucalyptus_tenuis"
"556","Eucalyptus terebra","Eucalyptus terebra","eucalyptus terebra","Eucalyptus terebra","eucalyptus terebra","","Species ","D.Nicolle",117,"Balladonia, WA",32,16,29,123,27,56,13,26,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_terebra_31","eucalyptus_terebra","eucalyptus_terebra"
"557","Eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","eucalyptus tereticornis subsp. tereticornis","Eucalyptus tereticornis subsp. tereticornis","eucalyptus tereticornis subsp. tereticornis","","Subspecies","CSIRO",13398,"Kupiano, PNG",10,4,NA,148,13,NA,80,10,"Alive","Moderate","Slight","?","Moderate","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1999,"Eucalyptus_tereticornis_subsp_tereticornis_769","eucalyptus_tereticornis_subsp._tereticornis","eucalyptus_tereticornis_subsp_tereticornis"
"558","Eucalyptus tetrapleura","Eucalyptus tetrapleura","eucalyptus tetrapleura","Eucalyptus tetrapleura","eucalyptus tetrapleura","","Species ","D.Nicolle",1242,"Wells Crossing, NSW",29,54,6,153,3,53,93,33,"Alive","Slight","Slight","?","Moderate","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1996,"Eucalyptus_tetrapleura_746","eucalyptus_tetrapleura","eucalyptus_tetrapleura"
"559","Eucalyptus tetraptera","Eucalyptus tetraptera","eucalyptus tetraptera","Eucalyptus tetraptera","eucalyptus tetraptera","","Species ","D.Nicolle",180,"Ravensthorpe, WA",33,40,43,120,35,42,42,28,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_tetraptera_AHT_E1","eucalyptus_tetraptera","eucalyptus_tetraptera"
"560","Eucalyptus tetrodonta","Eucalyptus tetrodonta","eucalyptus tetrodonta","Eucalyptus tetrodonta","eucalyptus tetrodonta","","Species ","D.Nicolle",1918,"Mt Elizabeth Station, WA",16,25,22,126,12,25,83,16,"Dead","","","","","","","","","","","",1998,"Eucalyptus_tetrodonta_MC_10512","eucalyptus_tetrodonta","eucalyptus_tetrodonta"
"561","Eucalyptus thamnoides","Eucalyptus thamnoides","eucalyptus thamnoides","Eucalyptus thamnoides","eucalyptus thamnoides","","Species ","D.Nicolle",3454,"Quairading, WA",31,58,16,117,12,10,234,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"Eucalyptus_thamnoides_86","eucalyptus_thamnoides","eucalyptus_thamnoides"
"562","Eucalyptus tholiformis","Eucalyptus tholiformis","eucalyptus tholiformis","Eucalyptus tholiformis","eucalyptus tholiformis","","Species ","D.Nicolle",1275,"Mt Moffat, Qld",24,54,44,148,2,18,94,35,"Alive","Moderate","None evident","??","Extensive","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1996,"Eucalyptus_tholiformis_AHT_E13","eucalyptus_tholiformis","eucalyptus_tholiformis"
"563","Eucalyptus thozetiana","Eucalyptus thozetiana","eucalyptus thozetiana","Eucalyptus thozetiana","eucalyptus thozetiana","","Species ","D.Nicolle",1281,"Jericho, Qld",23,37,11,146,15,22,90,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"Eucalyptus_thozetiana_MC_10632","eucalyptus_thozetiana","eucalyptus_thozetiana"
"564","Eucalyptus tindaliae","Eucalyptus tindaliae","eucalyptus tindaliae","Eucalyptus tindaliae","eucalyptus tindaliae","","Species ","D.Nicolle",1243,"Wells Crossing, NSW",29,54,6,153,3,53,143,4,"Alive","Moderate","Moderate","?","Extensive","Tertiary branches","3 - 6 months","None evident","","None evident","","",1997,"Eucalyptus_tindaliae_ANBG_69620","eucalyptus_tindaliae","eucalyptus_tindaliae"
"565","Eucalyptus todtiana","Eucalyptus todtiana","eucalyptus todtiana","Eucalyptus todtiana","eucalyptus todtiana","","Species ","D.Nicolle",247,"Gingin, WA",31,20,23,116,0,43,26,19,"Dead","","","","","","","","","","","",1993,"Eucalyptus_todtiana_CANB_530801","eucalyptus_todtiana","eucalyptus_todtiana"
"566","Eucalyptus torquata","Eucalyptus torquata","eucalyptus torquata","Eucalyptus torquata","eucalyptus torquata","","Species ","D.Nicolle",135,"Norseman, WA",32,8,11,121,41,35,43,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_torquata_MC_10738","eucalyptus_torquata","eucalyptus_torquata"
"567","Eucalyptus tortilis","Eucalyptus tortilis","eucalyptus tortilis","Eucalyptus tortilis","eucalyptus tortilis","","Species ","D.Nicolle",130,"Norseman, WA",32,3,50,122,12,21,13,7,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_tortilis_588","eucalyptus_tortilis","eucalyptus_tortilis"
"568","Eucalyptus transcontinentalis ","Eucalyptus transcontinentalis","eucalyptus transcontinentalis","Eucalyptus transcontinentalis","eucalyptus transcontinentalis","","Species ","D.Nicolle",550,"Higginsville, WA",31,48,51,121,39,49,41,17,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_transcontinentalis_188","eucalyptus_transcontinentalis","eucalyptus_transcontinentalis"
"569","Eucalyptus tricarpa","Eucalyptus tricarpa","eucalyptus tricarpa","Eucalyptus tricarpa","eucalyptus tricarpa","","Species ","D.Nicolle",1727,"Aireys Inlet, Vic",38,27,13,144,6,36,138,18,"Alive","None evident","Slight","?","None evident","","","","","Moderate","Flowered","Flowered",1997,"Eucalyptus_tricarpa_8701791","eucalyptus_tricarpa","eucalyptus_tricarpa"
"570","Eucalyptus triflora","Eucalyptus triflora","eucalyptus triflora","Eucalyptus triflora","eucalyptus triflora","","Species ","D.Nicolle",2904,"Endrick River 1, NSW",35,5,55,150,7,44,195,25,"Dead","","","","","","","","","","","",2000,"Eucalyptus_triflora_ANBG_763500","eucalyptus_triflora","eucalyptus_triflora"
"571","Eucalyptus tumida","Eucalyptus tumida","eucalyptus tumida","Eucalyptus tumida","eucalyptus tumida","","Species ","D.Nicolle",159,"Scaddan, WA",33,24,32,121,53,39,13,32,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_tumida_CANB_794343","eucalyptus_tumida","eucalyptus_tumida"
"572","Eucalyptus ultima","Eucalyptus ultima","eucalyptus ultima","Eucalyptus ultima","eucalyptus ultima","","Species ","D.Nicolle",1182,"Cape Range 1, WA",22,7,8,114,3,5,62,21,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_ultima_697","eucalyptus_ultima","eucalyptus_ultima"
"573","Eucalyptus umbra","Eucalyptus umbra","eucalyptus umbra","Eucalyptus umbra","eucalyptus umbra","","Species ","D.Nicolle",2912,"West Head, NSW",33,34,44,151,18,29,196,19,"Alive","Slight","Moderate","?","None evident","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_umbra_ANBG_60074","eucalyptus_umbra","eucalyptus_umbra"
"574","Eucalyptus uncinata subsp. uncinata","Eucalyptus uncinata subsp. uncinata","eucalyptus uncinata subsp. uncinata","Eucalyptus uncinata","eucalyptus uncinata","","Species ","D.Nicolle",5992,"Culver Beach, WA",32,55,41,124,25,10,291,14,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2013,"Eucalyptus_uncinata_subsp_uncinata_91","eucalyptus_uncinata_subsp._uncinata","eucalyptus_uncinata_subsp_uncinata"
"575","Eucalyptus urna","Eucalyptus urna","eucalyptus urna","Eucalyptus urna","eucalyptus urna","","Species ","D.Nicolle",1087,"Balladonia, WA",32,49,25,123,31,57,66,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_urna_270","eucalyptus_urna","eucalyptus_urna"
"576","Eucalyptus utilis","Eucalyptus utilis","eucalyptus utilis","Eucalyptus utilis","eucalyptus utilis","","Species ","D.Nicolle",215,"Beaufort Inlet, WA",34,27,12,118,52,33,42,32,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_utilis_62","eucalyptus_utilis","eucalyptus_utilis"
"577","Eucalyptus valens","Eucalyptus valens","eucalyptus valens","Eucalyptus valens","eucalyptus valens","","Species ","D.Nicolle",158,"Truslove, WA",33,21,0,121,46,22,21,15,"Dead","","","","","","","","","","","",1993,"Eucalyptus_valens_478","eucalyptus_valens","eucalyptus_valens"
"578","Eucalyptus vegrandis subsp. vegrandis","Eucalyptus vegrandis subsp. vegrandis","eucalyptus vegrandis subsp. vegrandis","Eucalyptus vegrandis subsp. vegrandis","eucalyptus vegrandis subsp. vegrandis","","Subspecies","D.Nicolle",201,"Needilup, WA",33,57,16,118,46,11,18,4,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_vegrandis_subsp_vegrandis_435","eucalyptus_vegrandis_subsp._vegrandis","eucalyptus_vegrandis_subsp_vegrandis"
"579","Eucalyptus vernicosa","Eucalyptus vernicosa","eucalyptus vernicosa","Eucalyptus vernicosa","eucalyptus vernicosa","","Species ","D.Nicolle",2577,"Hartz Mountains 1, Tas",43,13,50,146,45,51,198,1,"Dead","","","","","","","","","","","",2000,"Eucalyptus_vernicosa_ANBG_no_sn","eucalyptus_vernicosa","eucalyptus_vernicosa"
"580","Eucalyptus verrucata","Eucalyptus verrucata","eucalyptus verrucata","Eucalyptus verrucata","eucalyptus verrucata","","Species ","D.Nicolle",357,"Mt Abrupt 1, Vic",37,36,NA,142,22,NA,44,35,"Dead","","","","","","","","","","","",1994,"Eucalyptus_verrucata_715","eucalyptus_verrucata","eucalyptus_verrucata"
"581","Eucalyptus vesiculosa","Eucalyptus vesiculosa","eucalyptus vesiculosa","Eucalyptus vesiculosa","eucalyptus vesiculosa","","Species ","D.Nicolle",3565,"Corackerup Nature Res, WA",34,13,18,118,39,21,234,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"Eucalyptus_vesiculosa_87","eucalyptus_vesiculosa","eucalyptus_vesiculosa"
"582","Eucalyptus vicina (Mootwingie variant)","Eucalyptus vicina","eucalyptus vicina","Eucalyptus vicina","eucalyptus vicina","","Species ","D.Nicolle",2964,"Mootwingie 1, NSW",31,17,41,142,18,29,184,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_vicina","eucalyptus_vicina","eucalyptus_vicina"
"583","Eucalyptus victoriana","Eucalyptus victoriana","eucalyptus victoriana","Eucalyptus victoriana","eucalyptus victoriana","","Species ","D.Nicolle",358,"Mount Thackeray 1, Vic",37,18,NA,142,19,NA,55,32,"Dead","","","","","","","","","","","",1994,"Eucalyptus_victoriana_712","eucalyptus_victoriana","eucalyptus_victoriana"
